,Unnamed: 0,Area,Average_household_size,Average_number_of_vehicles_per_apartment,Average_number_of_vehicles_per_house_condo,Median_age_of_females,Median_age_of_males,Median_household_income,Median_rent,Neighborhood_Name,Percentage_of_family_households,Percentage_of_foreign_born_residents,Percentage_of_married_couple_families,Percentage_of_married_couple_families_with_children,Percentage_of_native_residents_born_outside_the_US,Percentage_of_never_married_females_Over_15,Percentage_of_never_married_males_Over_15,Percentage_of_people_born_in_another_state,Percentage_of_people_born_in_the_state,Percentage_of_people_that_do_not_speak_english,Percentage_of_single_mother_households,Percentage_of_units_with_a_mortgage,Population,Population_density,Population_of_males,Address,coords,lat,lon
373,596,0.07400000000000001,2.3,1.2,1.9,36.7,28.7,34572,817,East Bay Farms,45.3,19.0,25.2,15.2,5.8,10.9,31.6,24.1,51.0,11.3,26.4,46.8,75,1013,41,"East Bay Farms,Tampa,FL","(27.919745, -82.4248161)",27.919745,-82.4248161
374,597,0.067,0.7,0.8,1.6,8.6,8.6,7793,229,East Bay Park,62.3,4.0,35.7,5.6,3.0,24.9,21.6,26.6,66.4,0.0,35.9,44.4,11,163,4,"East Bay Park,Tampa,FL","(27.919745, -82.4248161)",27.919745,-82.4248161
375,598,0.067,2.6,0.8,1.6,33.1,33.0,29984,880,East Bay,62.3,4.0,35.7,5.3,3.0,24.9,21.6,26.6,66.4,0.0,34.5,44.4,58,868,25,"East Bay,Tampa,FL","(27.919745, -82.4248161)",27.919745,-82.4248161
376,599,0.067,2.6,0.8,1.6,33.1,33.0,29984,880,East Bay,62.3,4.0,35.7,5.3,3.0,24.9,21.6,26.6,66.4,0.0,34.5,44.4,58,868,25,"East Bay,Tampa,FL","(27.919745, -82.4248161)",27.919745,-82.4248161
377,600,0.001,3.2,1.0,2.6,37.7,32.1,29028,720,East End Place,50.9,15.7,38.1,5.4,8.2,16.3,26.6,35.7,40.4,0.0,21.4,45.2,6,4967,3,"East End Place,Tampa,FL","(28.1586448, -82.2825102)",28.1586448,-82.2825102
378,601,0.028999999999999998,36.0,1.4,1.7,39.2,31.5,46037,850,East Gate Mobile Estates,52.7,8.4,46.9,20.0,5.1,12.8,14.4,34.4,52.1,4.2,12.7,50.3,53,1831,24,"East Gate Mobile Estates,Tampa,FL","(27.990603, -82.44091)",27.990603,-82.44091
380,606,0.225,1.5,0.8,1.3,29.5,41.4,30490,1088,East Office District,21.1,17.7,10.6,3.4,5.9,29.3,30.7,56.2,20.2,0.0,65.4,78.2,2274,10111,1188,"East Office District,Tampa,FL","(27.960368, -82.441422)",27.960368,-82.441422
381,608,0.055,2.6,1.3,1.6,42.9,39.8,58750,941,East Suwanee Heights,53.5,5.8,45.9,20.1,5.0,6.5,18.6,41.6,47.6,7.5,13.1,57.9,175,3183,84,"East Suwanee Heights,Tampa,FL","(27.9807996, -82.4579148)",27.9807996,-82.4579148
382,610,3.782,2.7,0.9,1.5,35.6,32.0,30799,715,East Tampa,43.9,8.0,18.8,11.3,3.3,28.3,24.5,19.1,69.6,4.4,24.1,56.7,19130,5058,8695,"East Tampa,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
383,611,0.005,2.0,1.3,1.5,37.2,35.3,63291,929,East View,38.1,25.4,32.6,25.9,6.9,10.0,14.5,32.9,34.8,0.0,13.7,74.1,7,1370,3,"East View,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
384,612,0.028999999999999998,2.1,1.1,1.9,45.1,43.5,63750,736,East Village,40.1,6.9,51.1,35.8,7.1,8.1,8.1,53.4,32.6,0.0,1.7,65.1,80,2732,39,"East Village,Tampa,FL","(28.0545562, -82.416097)",28.0545562,-82.416097
385,613,0.009000000000000001,2.9,1.0,1.9,33.2,35.6,27419,825,East Way,53.1,18.2,30.7,12.5,6.9,21.7,21.1,19.7,55.2,3.4,18.7,67.5,63,7037,30,"East Way,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
386,614,0.281,2.0,0.5,1.3,34.0,42.1,41921,562,East Ybor,36.5,4.0,26.7,15.1,3.0,12.4,28.2,26.6,66.3,2.6,9.9,29.4,518,1843,279,"East Ybor,Tampa,FL","(27.9620452, -82.4315016)",27.9620452,-82.4315016
387,615,0.035,37.0,1.8,2.0,46.4,32.8,76595,1178,Eastbrook,60.7,16.1,60.5,32.2,1.4,13.1,17.1,41.7,40.8,7.6,0.8,68.8,85,2429,47,"Eastbrook,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
388,616,0.062,2.8,0.8,1.1,41.5,36.4,36897,721,Eastern Heights,40.7,4.4,6.3,1.7,4.8,39.8,18.3,24.3,66.5,5.1,36.9,54.0,320,5120,107,"Eastern Heights,Tampa,FL","(27.9813731, -82.4280273)",27.9813731,-82.4280273
389,617,0.013999999999999999,3.5,1.3,1.8,37.3,20.8,26189,733,Eastgate Shopping Center,31.1,9.6,18.3,9.0,2.0,34.4,21.2,10.8,77.7,3.1,19.5,52.6,32,2366,13,"Eastgate Shopping Center,Tampa,FL","(27.9669918, -82.489924)",27.9669918,-82.489924
391,622,0.005,27.0,1.2,2.3,41.4,42.5,47869,1054,Eden Park Subdivision,25.1,18.5,25.1,52.2,5.5,3.2,24.2,46.2,29.8,0.0,29.0,81.3,9,1789,5,"Eden Park Subdivision,Tampa,FL","(27.9690876, -82.5540739)",27.9690876,-82.5540739
392,624,0.013999999999999999,3.2,3.8,1.3,39.4,34.7,34350,632,Edgewater Place,34.0,39.0,37.8,21.8,11.2,15.7,18.6,23.1,26.7,17.6,10.9,33.6,17,1207,8,"Edgewater Place,Tampa,FL","(28.045871, -82.473162)",28.045871,-82.473162
393,625,0.02,1.7,3.0,1.5,62.5,60.7,28977,387,Edinborough,13.4,17.4,23.7,49.0,5.7,7.1,12.8,44.0,32.9,0.0,7.0,15.9,12,605,4,"Edinborough,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
394,628,0.013000000000000001,28.0,1.0,1.7,31.2,47.3,90179,868,Edmondson s,56.7,11.1,45.5,36.0,1.8,8.9,14.4,43.7,43.4,0.0,12.3,73.9,44,3352,20,"Edmondson s,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
395,629,0.003,3.1,1.2,2.2,15.0,32.5,39125,782,Edna Court,38.5,38.6,57.1,17.7,3.9,2.8,18.7,20.7,36.9,0.0,11.8,72.5,8,2359,3,"Edna Court,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
396,630,0.002,2.3,0.7,1.6,42.7,34.3,56406,703,Edwards,39.4,16.0,26.6,14.1,1.7,23.3,15.8,46.5,35.9,0.0,31.8,86.8,9,4526,3,"Edwards,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
400,634,0.038,2.7,0.9,1.1,34.9,32.0,23533,619,El Cerro,31.6,13.6,30.8,10.9,4.5,18.7,26.7,26.3,55.6,15.8,26.3,61.2,212,5616,123,"El Cerro,Tampa,FL","(28.025449, -82.402682)",28.025449,-82.402682
401,637,0.015,27.0,1.6,1.7,33.1,35.7,106053,987,El Prado Gardens,56.0,7.2,48.8,31.9,1.3,14.0,16.0,44.2,47.3,0.0,16.6,69.9,78,5308,37,"El Prado Gardens,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
402,638,0.06,2.7,0.7,1.5,34.2,41.5,26658,812,El Valle De Tampa,59.8,4.0,34.8,6.8,3.0,23.5,22.4,26.6,66.4,0.0,31.4,42.9,57,953,25,"El Valle De Tampa,Tampa,FL","(28.042283, -82.477592)",28.042283,-82.477592
403,639,0.001,2.3,0.8,1.9,41.4,42.3,82750,1752,Elberon Place Condo,44.5,5.8,42.6,38.6,8.2,7.2,7.6,47.9,38.0,0.0,7.5,63.4,6,4692,3,"Elberon Place Condo,Tampa,FL","(27.880607, -82.487978)",27.880607,-82.487978
404,641,0.011000000000000001,2.5,1.4,1.7,44.6,44.1,49063,695,Eldorado,32.3,14.5,25.5,11.6,8.6,19.8,28.2,37.6,39.4,5.9,29.3,65.4,52,4911,30,"Eldorado,Tampa,FL","(26.7005012, -81.2188167)",26.7005012,-81.2188167
405,644,0.132,2.6,1.4,2.0,38.2,37.6,32700,919,Elizabeth Court,46.5,12.5,23.9,17.7,9.8,22.6,23.7,27.9,49.8,10.3,3.4,58.8,361,2738,161,"Elizabeth Court,Tampa,FL","(27.8665017, -82.5188108)",27.8665017,-82.5188108
407,647,0.026000000000000002,2.8,1.8,2.1,38.8,40.3,37166,1007,Emory Heights,42.3,18.2,35.1,33.0,0.7,15.2,15.5,34.2,46.9,9.0,27.6,76.0,157,5966,65,"Emory Heights,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
409,649,0.006999999999999999,2.2,1.1,1.9,47.2,45.5,78750,807,Enclave Of Carrollwood,41.9,6.9,54.2,37.6,7.1,7.3,7.5,53.4,32.6,0.0,1.2,67.8,7,956,3,"Enclave Of Carrollwood,Tampa,FL","(28.109443, -82.382719)",28.109443,-82.382719
411,651,0.1,3.2,1.0,1.3,30.6,29.3,30836,712,Englewood,46.1,9.6,12.5,2.9,2.0,34.5,25.6,10.8,77.7,3.4,25.7,56.0,616,6142,274,"Englewood,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
412,652,0.013000000000000001,2.0,1.3,1.6,37.2,35.3,63291,1153,Entrada,35.8,20.9,25.4,30.0,5.1,13.8,23.0,36.9,37.1,0.0,16.0,61.1,6,447,3,"Entrada,Tampa,FL","(27.9152408, -82.4481708)",27.9152408,-82.4481708
413,654,0.002,3.7,0.9,2.4,26.1,41.2,20750,645,Erin Place,48.1,28.6,28.5,14.4,6.5,27.2,9.4,24.3,40.6,8.7,11.5,44.3,26,12599,10,"Erin Place,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
414,657,0.045,2.9,1.2,1.6,36.2,45.3,51116,808,Essex Downs,41.5,18.7,41.5,35.3,6.2,13.8,26.3,44.4,30.7,14.6,19.6,63.0,160,3523,89,"Essex Downs,Tampa,FL","(27.968701, -82.472624)",27.968701,-82.472624
415,658,0.008,2.4,0.7,1.7,55.4,44.5,33325,456,Estelle Estates,21.7,17.1,27.9,30.1,8.8,8.9,24.2,27.8,46.3,14.8,48.1,64.9,28,3524,15,"Estelle Estates,Tampa,FL","(27.9583927, -82.4591704)",27.9583927,-82.4591704
416,660,0.004,1.9,1.2,1.7,34.0,37.5,61413,908,Etheridge,43.0,6.1,36.0,38.2,3.3,22.6,6.3,53.9,36.7,0.0,15.6,75.3,25,5762,11,"Etheridge,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
419,664,0.013000000000000001,2.3,1.4,1.4,32.4,26.7,37396,715,Eureka,30.6,6.0,16.6,28.7,3.0,20.1,36.2,48.7,42.3,0.0,15.3,68.3,37,2767,19,"Eureka,Tampa,FL","(28.077263, -82.470407)",28.077263,-82.470407
420,665,0.003,2.5,1.9,1.9,40.1,38.7,53750,856,Eva Egla Terrace,37.2,7.4,34.0,28.0,8.4,16.1,19.8,36.6,47.6,0.0,15.5,78.2,10,3020,4,"Eva Egla Terrace,Tampa,FL","(28.0333789, -82.4100098)",28.0333789,-82.4100098
421,666,0.059000000000000004,2.7,1.4,1.8,31.6,33.2,41807,859,Evelyn City,54.3,8.5,30.8,11.1,2.7,19.9,22.1,34.0,54.9,2.6,17.6,71.8,437,7353,212,"Evelyn City,Tampa,FL","(27.9407409, -82.5274341)",27.9407409,-82.5274341
422,667,0.002,2.5,1.4,1.7,44.6,44.1,49063,695,Excelsior,32.3,14.5,25.5,12.1,8.6,19.8,28.2,37.6,39.4,0.0,30.5,65.4,12,4989,7,"Excelsior,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
423,668,0.21600000000000003,2.3,1.2,1.7,45.5,46.8,36440,775,Fair Ground Farms,34.8,41.4,38.0,41.7,3.3,7.3,15.0,18.1,37.2,15.6,3.8,51.6,811,3748,388,"Fair Ground Farms,Tampa,FL","(27.900544, -82.490994)",27.900544,-82.490994
424,669,0.008,2.0,1.5,1.2,53.3,39.5,91554,1125,Fair Oaks Manor,32.6,11.4,37.1,28.9,2.1,7.4,28.7,49.0,37.5,0.0,6.3,74.6,34,4122,18,"Fair Oaks Manor,Tampa,FL","(27.900544, -82.490994)",27.900544,-82.490994
425,670,0.017,1.7,0.9,1.7,51.2,44.8,43438,698,Fair Oaks South Condo,17.3,10.8,22.2,28.0,2.1,6.8,30.2,48.7,38.3,4.3,31.4,69.4,47,2770,27,"Fair Oaks South Condo,Tampa,FL","(27.900544, -82.490994)",27.900544,-82.490994
426,672,0.006999999999999999,2.5,0.7,1.4,28.9,33.3,28571,752,Fairfield,47.2,15.7,10.6,4.1,4.2,24.0,29.8,20.0,60.1,4.5,27.3,53.2,23,3483,10,"Fairfield,Tampa,FL","(27.96167, -82.513467)",27.96167,-82.513467
427,673,0.022000000000000002,3.2,1.2,1.8,43.7,29.2,46500,1043,Fairfield Village,52.4,27.8,40.5,21.1,8.0,16.5,14.5,32.8,31.4,9.7,8.3,72.0,163,7552,75,"Fairfield Village,Tampa,FL","(27.96167, -82.513467)",27.96167,-82.513467
428,674,0.067,1.7,0.9,1.7,51.2,44.8,43438,698,Fairlawn Estates,17.3,10.8,22.2,27.6,2.1,6.8,30.2,48.7,38.3,6.5,31.1,69.4,188,2814,109,"Fairlawn Estates,Tampa,FL","(27.900544, -82.490994)",27.900544,-82.490994
432,679,0.008,2.0,0.7,1.4,35.0,49.2,33867,861,Fairview,30.9,22.0,29.8,43.8,3.0,25.5,14.0,26.9,48.1,6.3,8.0,53.5,16,2064,6,"Fairview,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
433,680,0.045,21.9,1.2,1.8,47.8,44.0,47598,1098,Fairview Terrace,57.5,14.5,42.6,22.4,3.9,19.8,25.1,33.7,47.9,7.3,8.4,80.3,231,5118,123,"Fairview Terrace,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
435,682,0.096,2.7,3.8,3.7,42.0,45.9,93811,1103,Fairway Village,50.9,17.3,49.8,38.3,8.3,14.1,17.2,35.8,38.7,5.9,3.8,87.4,1064,11131,519,"Fairway Village,Tampa,FL","(27.985134, -82.479254)",27.985134,-82.479254
437,684,0.002,2.9,1.5,1.8,45.1,40.8,31060,653,Faith Park,50.3,32.6,41.1,18.6,4.3,14.0,21.2,19.8,43.4,0.0,14.6,55.0,3,1947,1,"Faith Park,Tampa,FL","(27.94673185, -82.46620192375)",27.94673185,-82.46620192375
438,685,0.024,2.5,0.8,1.6,28.8,36.1,17583,621,Farm Land,45.9,16.7,38.4,14.4,5.9,14.1,22.9,22.2,55.2,0.0,20.5,46.9,31,1318,15,"Farm Land,Tampa,FL","(27.8650099, -82.5150007)",27.8650099,-82.5150007
439,686,0.047,2.9,1.0,1.9,33.2,35.6,27419,825,FarmLand,53.1,18.2,30.7,12.5,6.9,21.7,21.1,19.7,55.2,9.1,18.6,67.5,334,7157,163,"FarmLand,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
441,689,0.187,2.5,1.1,1.9,46.1,38.5,89236,877,Fawn Lake,44.5,15.2,62.7,37.1,1.7,6.8,3.8,50.2,33.0,3.3,4.4,67.9,68,365,37,"Fawn Lake,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
443,691,0.128,2.9,0.9,1.6,34.0,35.4,26717,629,Fern Cliff,56.8,8.8,21.3,3.9,4.5,26.8,31.9,23.6,63.1,2.1,30.7,55.1,904,7078,456,"Fern Cliff,Tampa,FL","(28.00478, -82.422385)",28.00478,-82.422385
444,693,0.028999999999999998,2.5,0.8,1.6,28.8,36.1,17583,621,Field s Park Place,45.9,9.5,38.4,14.5,1.3,14.1,22.9,33.8,55.4,0.0,20.7,46.9,38,1307,19,"Field s Park Place,Tampa,FL","(27.98011845, -82.506755227675)",27.98011845,-82.506755227675
445,694,0.001,1.6,1.1,1.3,33.8,42.7,55643,880,Fifth Avenue Villas Condo,12.2,12.3,13.2,2.4,7.2,24.4,34.9,32.5,48.0,0.0,63.0,56.1,3,2084,1,"Fifth Avenue Villas Condo,Tampa,FL","(27.9552924, -82.43604455)",27.9552924,-82.43604455
446,695,0.059000000000000004,2.5,1.7,2.0,49.1,48.0,26607,635,Firn Acres,61.0,10.6,53.7,43.5,1.8,14.5,8.0,30.7,56.9,0.0,25.3,61.0,12,203,6,"Firn Acres,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
447,697,0.004,2.4,0.9,1.5,33.6,38.7,25139,655,Fisher Estates,43.2,17.8,32.2,27.6,6.5,19.3,11.3,31.5,44.2,4.8,9.7,67.3,23,5997,10,"Fisher Estates,Tampa,FL","(28.0875406, -82.4563929)",28.0875406,-82.4563929
448,701,0.004,21.0,1.8,1.8,48.4,50.2,36552,662,Fletcher Court,34.4,16.8,22.7,31.4,5.2,11.1,17.5,35.3,42.6,0.0,13.3,79.8,11,2875,5,"Fletcher Court,Tampa,FL","(28.0691611, -82.4077383)",28.0691611,-82.4077383
449,702,0.026000000000000002,2.6,1.5,1.9,43.8,37.9,72716,857,Fletchers Mill,52.1,16.4,58.6,30.7,3.6,16.5,15.4,40.4,39.6,1.4,8.5,67.9,76,2944,36,"Fletchers Mill,Tampa,FL","(28.072139, -82.477089)",28.072139,-82.477089
450,703,0.023,2.4,1.3,1.8,33.3,38.9,45152,872,Fletchers Point,39.2,8.2,33.7,28.0,3.5,13.2,19.3,38.5,49.8,0.0,10.9,56.7,84,3613,38,"Fletchers Point,Tampa,FL","(28.072139, -82.477089)",28.072139,-82.477089
451,704,0.015,2.5,1.1,1.4,36.3,43.8,35375,641,Flora Park,49.6,19.3,36.8,9.8,11.3,23.4,13.1,24.1,45.3,12.9,21.7,54.5,34,2250,16,"Flora Park,Tampa,FL","(28.0121947, -82.4677709)",28.0121947,-82.4677709
452,705,0.07,2.3,1.0,1.4,38.0,35.5,26203,671,Floral Gardens,38.2,14.8,32.1,37.2,11.2,23.9,11.4,39.3,34.7,11.0,11.2,48.8,282,4002,136,"Floral Gardens,Tampa,FL","(28.080337, -82.463142)",28.080337,-82.463142
454,707,0.003,2.6,1.2,1.3,31.5,26.0,28426,1054,Floravilla,55.0,18.2,26.1,11.7,0.7,23.2,23.0,34.2,46.9,0.0,40.1,55.0,9,2808,5,"Floravilla,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
455,708,0.078,1.0,1.1,1.5,12.8,12.4,10029,327,Florence Villa,40.5,17.1,26.1,3.2,6.3,24.5,17.8,19.7,56.8,86.7,34.8,85.7,72,920,32,"Florence Villa,Tampa,FL","(27.9629941, -82.4498842)",27.9629941,-82.4498842
456,709,0.006,2.6,1.4,2.1,28.6,43.2,44375,920,Florida Ave Heights,61.3,16.0,36.5,21.5,1.7,27.4,11.5,46.5,35.9,5.9,6.9,84.1,19,3029,7,"Florida Ave Heights,Tampa,FL","(27.9524258, -82.4646426)",27.9524258,-82.4646426
457,710,0.006999999999999999,22.0,1.2,1.3,41.0,40.1,30602,684,Florida Avenue,40.9,16.8,32.3,28.9,5.2,16.4,19.0,35.3,42.6,2.7,20.4,53.7,40,5480,19,"Florida Avenue,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
458,711,0.27399999999999997,3.4,2.1,2.1,26.8,31.2,55898,1014,Florida College,56.6,14.4,53.0,24.0,7.2,31.7,20.4,35.2,43.1,4.0,5.6,41.4,676,2464,284,"Florida College,Tampa,FL","(27.9624592, -82.4436149037302)",27.9624592,-82.4436149037302
459,712,0.013999999999999999,2.5,1.4,1.7,44.6,44.1,49063,695,Florida Place,32.3,14.5,25.5,11.6,8.6,19.8,28.2,37.6,39.4,4.4,29.2,65.4,69,4932,39,"Florida Place,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
461,715,0.043,1.8,1.3,1.3,36.4,36.1,48333,1247,Forest Heights,28.2,18.1,20.2,31.2,3.9,18.5,27.5,39.4,38.6,2.7,14.9,42.3,153,3556,76,"Forest Heights,Tampa,FL","(27.9524258, -82.4646426)",27.9524258,-82.4646426
462,717,1.246,2.5,2.0,1.8,42.8,42.6,47808,883,Forest Hills,50.3,13.1,45.7,28.3,1.5,15.0,16.2,40.7,44.7,5.7,6.8,63.5,4137,3319,2047,"Forest Hills,Tampa,FL","(28.034602, -82.468257)",28.034602,-82.468257
463,718,0.013999999999999999,2.3,1.5,1.7,35.1,37.3,47222,864,Forest Hills Village,49.5,13.4,37.0,28.5,1.4,17.3,16.9,40.9,44.4,6.1,3.5,71.9,54,3853,27,"Forest Hills Village,Tampa,FL","(28.034602, -82.468257)",28.034602,-82.468257
464,719,0.03,2.6,1.3,2.0,39.0,34.9,44805,849,Forest Manor,45.2,7.4,39.2,20.7,8.4,14.9,21.7,36.6,47.6,0.0,17.1,74.9,40,1347,19,"Forest Manor,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
465,721,0.047,3.1,1.2,2.0,40.7,31.7,38320,758,Fortuna Acres,53.0,17.5,38.9,9.2,9.5,12.0,17.5,22.1,51.0,0.0,19.0,44.4,21,448,10,"Fortuna Acres,Tampa,FL","(27.9177408, -82.4482842)",27.9177408,-82.4482842
467,723,0.018000000000000002,4.5,1.8,1.9,64.7,58.3,67207,1404,Fountain Park,38.9,37.6,28.8,17.5,11.3,14.0,21.0,22.4,28.7,12.5,3.2,68.2,271,15281,133,"Fountain Park,Tampa,FL","(27.936852, -82.492321)",27.936852,-82.492321
468,725,0.066,2.6,1.5,2.1,45.2,40.4,91761,909,Fountain Square,52.9,15.2,54.5,23.0,8.1,11.7,15.2,45.0,31.8,2.3,13.2,63.3,130,1983,67,"Fountain Square,Tampa,FL","(27.9262735, -82.4535204)",27.9262735,-82.4535204
469,726,0.032,2.8,6.3,1.3,46.7,40.3,77182,896,Frances Arbor South,56.7,15.3,70.2,31.6,3.6,7.7,9.6,34.4,46.7,2.4,4.3,68.8,93,2896,42,"Frances Arbor South,Tampa,FL","(27.96509, -82.465616)",27.96509,-82.465616
470,727,0.07400000000000001,2.6,1.1,1.9,42.8,50.8,62236,919,Frances Arbor Villas,44.0,15.3,56.7,18.6,3.6,12.0,17.8,34.4,46.7,10.3,20.4,59.9,388,5219,188,"Frances Arbor Villas,Tampa,FL","(27.96509, -82.465616)",27.96509,-82.465616
471,729,0.005,2.2,1.7,1.4,42.4,51.3,24009,649,Franklin Place,27.9,28.6,21.8,38.9,6.5,10.4,28.9,24.3,40.6,13.0,73.7,66.7,24,5277,13,"Franklin Place,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
472,731,0.136,1.4,0.9,1.3,37.1,38.1,53493,1301,Franklin Street,13.7,18.3,12.7,0.0,6.1,23.4,34.6,57.9,17.7,0.8,71.7,78.2,2965,21777,1671,"Franklin Street,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
473,732,0.006,2.2,1.0,1.5,54.2,50.5,35333,701,Free Land Heights,36.6,16.8,31.6,30.5,5.2,6.2,20.8,35.3,42.6,0.0,16.3,39.5,16,2479,9,"Free Land Heights,Tampa,FL","(28.0169634, -82.4734281)",28.0169634,-82.4734281
474,734,0.006999999999999999,1.4,0.9,1.3,37.1,38.1,53493,1301,Ft Brooke,13.7,18.3,12.7,0.0,6.1,23.4,34.6,57.9,17.7,0.0,74.8,78.2,13,1819,7,"Ft Brooke,Tampa,FL","(27.9416827, -82.4510144039076)",27.9416827,-82.4510144039076
476,739,0.006999999999999999,3.2,1.0,1.6,39.2,25.9,42634,579,Gand View,56.1,6.8,40.2,6.6,7.9,23.2,34.9,35.3,50.0,0.0,9.4,88.6,51,7810,30,"Gand View,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
477,740,0.24,1.4,1.4,1.7,30.1,28.6,40169,779,Gandy Boulevard Park,37.0,6.1,35.4,24.1,3.3,14.0,12.1,53.9,36.7,0.7,21.8,69.7,211,879,105,"Gandy Boulevard Park,Tampa,FL","(27.8932911, -82.524764)",27.8932911,-82.524764
479,747,0.012,2.3,1.4,1.4,32.1,26.5,37053,708,Garden Acres,30.6,6.0,16.6,29.1,3.0,20.1,36.2,48.7,42.3,0.0,15.4,68.3,16,1301,8,"Garden Acres,Tampa,FL","(27.9913756, -82.4112573)",27.9913756,-82.4112573
480,748,0.013999999999999999,2.3,1.4,1.3,40.3,27.7,36885,745,Gardenia Heights,41.9,38.6,27.6,9.5,3.9,10.3,26.7,20.7,36.9,10.7,27.6,53.6,131,9153,72,"Gardenia Heights,Tampa,FL","(27.9651611, -82.4570404)",27.9651611,-82.4570404
481,749,0.013999999999999999,16.9,1.4,1.9,37.8,35.8,132125,1164,Gardenia,65.5,7.2,62.5,36.2,1.3,10.0,8.9,44.2,47.3,0.0,2.7,81.3,96,6955,47,"Gardenia,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
482,750,0.026000000000000002,3.2,1.2,1.9,35.4,26.3,26806,793,Gardenville,61.9,9.6,34.3,10.0,2.5,21.6,23.3,19.9,67.9,1.3,16.9,72.1,83,3233,42,"Gardenville,Tampa,FL","(27.9477595, -82.458444)",27.9477595,-82.458444
485,753,0.055,2.9,0.5,1.3,36.8,52.1,24412,523,Garytown,32.4,4.0,25.3,16.0,3.0,10.7,29.0,26.6,66.4,2.6,7.5,26.8,117,2127,65,"Garytown,Tampa,FL","(27.9145769, -82.4491664)",27.9145769,-82.4491664
486,756,0.053,3.3,1.2,1.8,39.3,29.5,34694,919,Gateway,57.5,14.5,42.2,22.2,3.9,19.9,25.4,33.7,47.9,7.4,8.3,80.8,353,6676,189,"Gateway,Tampa,FL","(28.077885, -82.466139)",28.077885,-82.466139
487,757,0.006999999999999999,1.6,1.1,1.3,33.8,42.7,55643,880,Geneva,12.2,12.3,13.2,2.4,7.2,24.4,34.9,32.5,48.0,0.0,63.0,56.1,16,2363,8,"Geneva,Tampa,FL","(27.9169866, -82.4541704)",27.9169866,-82.4541704
488,758,0.009000000000000001,2.4,1.1,1.5,36.3,28.4,38828,779,Gentilly Oaks,39.6,13.7,27.1,17.8,4.6,21.8,20.5,30.8,50.9,0.0,22.4,71.9,36,3809,17,"Gentilly Oaks,Tampa,FL","(27.9145769, -82.4491664)",27.9145769,-82.4491664
489,759,0.109,0.6,1.7,2.0,9.2,10.2,11107,211,George Road Estates,46.0,37.6,42.8,28.0,11.3,12.8,17.0,22.4,28.7,27.9,2.8,65.7,48,441,23,"George Road Estates,Tampa,FL","(27.986971, -82.550422)",27.986971,-82.550422
490,762,0.006,2.3,1.4,1.4,32.4,26.7,37396,715,Georgia Park,30.6,6.0,16.6,29.3,3.0,20.1,36.2,48.7,42.3,0.0,15.6,68.3,17,2698,9,"Georgia Park,Tampa,FL","(27.930566, -82.487687)",27.930566,-82.487687
491,764,0.011000000000000001,1.4,0.9,1.3,37.1,38.1,53493,1301,Gilchrist s A W Oak Grove,13.7,18.3,12.7,0.0,6.1,23.4,34.6,57.9,17.7,0.0,77.7,78.2,9,785,5,"Gilchrist s A W Oak Grove,Tampa,FL","(27.949867, -82.470919)",27.949867,-82.470919
492,765,0.013999999999999999,2.3,1.8,1.5,32.3,55.5,36806,831,Gillette Park,36.2,41.4,59.7,43.0,3.3,4.1,6.9,18.1,37.2,11.8,4.2,70.3,51,3672,21,"Gillette Park,Tampa,FL","(27.9145769, -82.4491664)",27.9145769,-82.4491664
493,767,0.03,0.1,2.0,1.7,1.5,1.0,1733,26,Glen Ellen Village,53.0,27.8,46.7,17.8,8.0,13.0,26.2,32.8,31.4,5.9,5.7,71.3,5,164,3,"Glen Ellen Village,Tampa,FL","(27.9444724, -82.4987698)",27.9444724,-82.4987698
